"city","lat","lng","population", "country"
"Al Muharraq","26.2500","50.6167","75000","Bahrain"
"Manama","26.2250","50.5775","157474","Bahrain"
"Madinat Hamad","26.1128","50.5139","52700","Bahrain"
"Madinat `Isa","26.1736","50.5478","40000","Bahrain"
